Agency,Country,Percent Change YOY Country,City (copy),City,Date,Percent Change YOY
exo Laurentides,Canada,-83,Montréal,Montréal,4/15/2020,-88
exo Laurentides,Canada,-83,Montréal,Montréal,4/16/2020,-90
exo Laurentides,Canada,-80,Montréal,Montréal,4/17/2020,-90
exo Laurentides,Canada,-79,Montréal,Montréal,4/18/2020,-85
exo Laurentides,Canada,-78,Montréal,Montréal,4/19/2020,-86
exo Laurentides,Canada,-78,Montréal,Montréal,4/20/2020,-86
exo Laurentides,Canada,-82,Montréal,Montréal,4/21/2020,-89
exo Laurentides,Canada,-82,Montréal,Montréal,4/22/2020,-88
exo Laurentides,Canada,-82,Montréal,Montréal,4/23/2020,-89
exo Laurentides,Canada,-80,Montréal,Montréal,4/24/2020,-89
exo Laurentides,Canada,-78,Montréal,Montréal,4/25/2020,-86
exo Laurentides,Canada,-77,Montréal,Montréal,4/26/2020,-85
exo Laurentides,Canada,-79,Montréal,Montréal,4/27/2020,-87
exo Laurentides,Canada,-82,Montréal,Montréal,4/28/2020,-88
exo Laurentides,Canada,-81,Montréal,Montréal,4/29/2020,-87
exo Laurentides,Canada,-82,Montréal,Montréal,4/30/2020,-89
exo Laurentides,Canada,-81,Montréal,Montréal,5/1/2020,-87
exo Laurentides,Canada,-78,Montréal,Montréal,5/2/2020,-82
exo Laurentides,Canada,-76,Montréal,Montréal,5/3/2020,-82
exo Laurentides,Canada,-79,Montréal,Montréal,5/4/2020,-84
exo Laurentides,Canada,-80,Montréal,Montréal,5/5/2020,-86
exo Laurentides,Canada,-80,Montréal,Montréal,5/6/2020,-86
exo Laurentides,Canada,-81,Montréal,Montréal,5/7/2020,-87
exo Laurentides,Canada,-80,Montréal,Montréal,5/8/2020,-88
exo Laurentides,Canada,-77,Montréal,Montréal,5/9/2020,-84
exo Laurentides,Canada,-76,Montréal,Montréal,5/10/2020,-82
exo Laurentides,Canada,-75,Montréal,Montréal,5/11/2020,-79
exo Laurentides,Canada,-79,Montréal,Montréal,5/12/2020,-81
exo Laurentides,Canada,-80,Montréal,Montréal,5/13/2020,-81
exo Laurentides,Canada,-80,Montréal,Montréal,5/14/2020,-83
exo Laurentides,Canada,-80,Montréal,Montréal,5/15/2020,-86
exo Laurentides,Canada,-74,Montréal,Montréal,5/16/2020,-77
exo Laurentides,Canada,-74,Montréal,Montréal,5/17/2020,-78
exo Laurentides,Canada,-77,Montréal,Montréal,5/18/2020,-78
exo Laurentides,Canada,-77,Montréal,Montréal,5/19/2020,-81
exo Laurentides,Canada,-76,Montréal,Montréal,5/20/2020,-78
exo Laurentides,Canada,-77,Montréal,Montréal,5/21/2020,-81
exo Laurentides,Canada,-76,Montréal,Montréal,5/22/2020,-81
exo Laurentides,Canada,-70,Montréal,Montréal,5/23/2020,-74
exo Laurentides,Canada,-69,Montréal,Montréal,5/24/2020,-69
exo Laurentides,Canada,-69,Montréal,Montréal,5/25/2020,-69
exo Laurentides,Canada,-73,Montréal,Montréal,5/26/2020,-72
exo Laurentides,Canada,-72,Montréal,Montréal,5/27/2020,-71
exo Laurentides,Canada,-74,Montréal,Montréal,5/28/2020,-74
exo Laurentides,Canada,-74,Montréal,Montréal,5/29/2020,-75
exo Laurentides,Canada,-69,Montréal,Montréal,5/30/2020,-70
exo Laurentides,Canada,-67,Montréal,Montréal,5/31/2020,-65
exo Laurentides,Canada,-70,Montréal,Montréal,6/1/2020,-66
exo Laurentides,Canada,-72,Montréal,Montréal,6/2/2020,-73
exo Laurentides,Canada,-73,Montréal,Montréal,6/3/2020,-76
exo Laurentides,Canada,-71,Montréal,Montréal,6/4/2020,-70
exo Laurentides,Canada,-71,Montréal,Montréal,6/5/2020,-69
exo Laurentides,Canada,-67,Montréal,Montréal,6/6/2020,-67
exo Laurentides,Canada,-63,Montréal,Montréal,6/7/2020,-55
exo Laurentides,Canada,-69,Montréal,Montréal,6/8/2020,-63
exo Laurentides,Canada,-70,Montréal,Montréal,6/9/2020,-66
exo Laurentides,Canada,-71,Montréal,Montréal,6/10/2020,-71
exo Laurentides,Canada,-71,Montréal,Montréal,6/11/2020,-71
exo Laurentides,Canada,-70,Montréal,Montréal,6/12/2020,-70
exo Laurentides,Canada,-65,Montréal,Montréal,6/13/2020,-64
exo Laurentides,Canada,-63,Montréal,Montréal,6/14/2020,-60
exo Laurentides,Canada,-66,Montréal,Montréal,6/15/2020,-60
exo Laurentides,Canada,-67,Montréal,Montréal,6/16/2020,-64
exo Laurentides,Canada,-67,Montréal,Montréal,6/17/2020,-65
exo Laurentides,Canada,-66,Montréal,Montréal,6/18/2020,-59
exo Laurentides,Canada,-64,Montréal,Montréal,6/19/2020,-57
exo Laurentides,Canada,-58,Montréal,Montréal,6/20/2020,-48
exo Laurentides,Canada,-59,Montréal,Montréal,6/21/2020,-47
exo Laurentides,Canada,-58,Montréal,Montréal,6/22/2020,-41
exo Laurentides,Canada,-65,Montréal,Montréal,6/23/2020,-55
exo Laurentides,Canada,-67,Montréal,Montréal,6/24/2020,-64
exo Laurentides,Canada,-63,Montréal,Montréal,6/25/2020,-57
exo Laurentides,Canada,-61,Montréal,Montréal,6/26/2020,-53
exo Laurentides,Canada,-57,Montréal,Montréal,6/27/2020,-48
exo Laurentides,Canada,-56,Montréal,Montréal,6/28/2020,-51
exo Laurentides,Canada,-55,Montréal,Montréal,6/29/2020,-42
exo Laurentides,Canada,-60,Montréal,Montréal,6/30/2020,-44
exo Laurentides,Canada,-67,Montréal,Montréal,7/1/2020,-53
exo Laurentides,Canada,-62,Montréal,Montréal,7/2/2020,-49
exo Laurentides,Canada,-60,Montréal,Montréal,7/3/2020,-50
exo Laurentides,Canada,-55,Montréal,Montréal,7/4/2020,-39
exo Laurentides,Canada,-55,Montréal,Montréal,7/5/2020,-40
exo Laurentides,Canada,-55,Montréal,Montréal,7/6/2020,-40
exo Laurentides,Canada,-60,Montréal,Montréal,7/7/2020,-48
exo Laurentides,Canada,-61,Montréal,Montréal,7/8/2020,-50
exo Laurentides,Canada,-60,Montréal,Montréal,7/9/2020,-48
exo Laurentides,Canada,-59,Montréal,Montréal,7/10/2020,-48
exo Laurentides,Canada,-58,Montréal,Montréal,7/11/2020,-54
exo Laurentides,Canada,-53,Montréal,Montréal,7/12/2020,-38
exo Laurentides,Canada,-59,Montréal,Montréal,7/13/2020,-43
exo Laurentides,Canada,-60,Montréal,Montréal,7/14/2020,-47
exo Laurentides,Canada,-59,Montréal,Montréal,7/15/2020,-44
exo Laurentides,Canada,-62,Montréal,Montréal,7/16/2020,-47
exo Laurentides,Canada,-59,Montréal,Montréal,7/17/2020,-51
exo Laurentides,Canada,-52,Montréal,Montréal,7/18/2020,-42
exo Laurentides,Canada,-55,Montréal,Montréal,7/19/2020,-39
exo Laurentides,Canada,-57,Montréal,Montréal,7/20/2020,-44
exo Laurentides,Canada,-59,Montréal,Montréal,7/21/2020,-46
exo Laurentides,Canada,-60,Montréal,Montréal,7/22/2020,-43
exo Laurentides,Canada,-61,Montréal,Montréal,7/23/2020,-45
exo Laurentides,Canada,-58,Montréal,Montréal,7/24/2020,-43
exo Laurentides,Canada,-53,Montréal,Montréal,7/25/2020,-34
exo Laurentides,Canada,-54,Montréal,Montréal,7/26/2020,-41
exo Laurentides,Canada,-56,Montréal,Montréal,7/27/2020,-52
exo Laurentides,Canada,-58,Montréal,Montréal,7/28/2020,-43
exo Laurentides,Canada,-59,Montréal,Montréal,7/29/2020,-50
exo Laurentides,Canada,-58,Montréal,Montréal,7/30/2020,-52
exo Laurentides,Canada,-57,Montréal,Montréal,7/31/2020,-51
exo Laurentides,Canada,-52,Montréal,Montréal,8/1/2020,-45
exo Laurentides,Canada,-56,Montréal,Montréal,8/2/2020,-54
exo Laurentides,Canada,-60,Montréal,Montréal,8/3/2020,-52
exo Laurentides,Canada,-60,Montréal,Montréal,8/4/2020,-62
exo Laurentides,Canada,-60,Montréal,Montréal,8/5/2020,-58
exo Laurentides,Canada,-60,Montréal,Montréal,8/6/2020,-58
exo Le Richelain,Canada,1,Montréal,Montréal,2/17/2020,23
exo Le Richelain,Canada,6,Montréal,Montréal,2/18/2020,5
exo Le Richelain,Canada,-21,Montréal,Montréal,2/19/2020,3
exo Le Richelain,Canada,3,Montréal,Montréal,2/20/2020,16
exo Le Richelain,Canada,1,Montréal,Montréal,2/21/2020,-2
exo Le Richelain,Canada,-8,Montréal,Montréal,2/22/2020,-3
exo Le Richelain,Canada,-5,Montréal,Montréal,2/23/2020,1
exo Le Richelain,Canada,3,Montréal,Montréal,2/24/2020,4
exo Le Richelain,Canada,4,Montréal,Montréal,2/25/2020,-5
exo Le Richelain,Canada,12,Montréal,Montréal,2/26/2020,-1
exo Le Richelain,Canada,1,Montréal,Montréal,2/27/2020,5
exo Le Richelain,Canada,-5,Montréal,Montréal,2/28/2020,-1
exo Le Richelain,Canada,-1,Montréal,Montréal,2/29/2020,9
exo Le Richelain,Canada,1,Montréal,Montréal,3/1/2020,10
exo Le Richelain,Canada,5,Montréal,Montréal,3/2/2020,23
exo Le Richelain,Canada,-1,Montréal,Montréal,3/3/2020,4
exo Le Richelain,Canada,-1,Montréal,Montréal,3/4/2020,9
exo Le Richelain,Canada,-3,Montréal,Montréal,3/5/2020,5
exo Le Richelain,Canada,-4,Montréal,Montréal,3/6/2020,7
exo Le Richelain,Canada,-2,Montréal,Montréal,3/7/2020,9
exo Le Richelain,Canada,-3,Montréal,Montréal,3/8/2020,11
exo Le Richelain,Canada,-2,Montréal,Montréal,3/9/2020,4
exo Le Richelain,Canada,-5,Montréal,Montréal,3/10/2020,3
exo Le Richelain,Canada,-6,Montréal,Montréal,3/11/2020,6
exo Le Richelain,Canada,-10,Montréal,Montréal,3/12/2020,-8
exo Le Richelain,Canada,-24,Montréal,Montréal,3/13/2020,-28
exo Le Richelain,Canada,-31,Montréal,Montréal,3/14/2020,-37
exo Le Richelain,Canada,-31,Montréal,Montréal,3/15/2020,-38
exo Le Richelain,Canada,-50,Montréal,Montréal,3/16/2020,-63
exo Le Richelain,Canada,-60,Montréal,Montréal,3/17/2020,-71
exo Le Richelain,Canada,-66,Montréal,Montréal,3/18/2020,-78
exo Le Richelain,Canada,-69,Montréal,Montréal,3/19/2020,-80
exo Le Richelain,Canada,-71,Montréal,Montréal,3/20/2020,-83
exo Le Richelain,Canada,-68,Montréal,Montréal,3/21/2020,-80
exo Le Richelain,Canada,-68,Montréal,Montréal,3/22/2020,-80
exo Le Richelain,Canada,-74,Montréal,Montréal,3/23/2020,-86
exo Le Richelain,Canada,-76,Montréal,Montréal,3/24/2020,-87
exo Le Richelain,Canada,-80,Montréal,Montréal,3/25/2020,-89
exo Le Richelain,Canada,-81,Montréal,Montréal,3/26/2020,-90
exo Le Richelain,Canada,-82,Montréal,Montréal,3/27/2020,-92
exo Le Richelain,Canada,-78,Montréal,Montréal,3/28/2020,-87
exo Le Richelain,Canada,-76,Montréal,Montréal,3/29/2020,-87
exo Le Richelain,Canada,-79,Montréal,Montréal,3/30/2020,-84
exo Le Richelain,Canada,-81,Montréal,Montréal,3/31/2020,-84
exo Le Richelain,Canada,-81,Montréal,Montréal,4/1/2020,-84
exo Le Richelain,Canada,-81,Montréal,Montréal,4/2/2020,-88
exo Le Richelain,Canada,-82,Montréal,Montréal,4/3/2020,-88
exo Le Richelain,Canada,-79,Montréal,Montréal,4/4/2020,-87
exo Le Richelain,Canada,-78,Montréal,Montréal,4/5/2020,-89
exo Le Richelain,Canada,-80,Montréal,Montréal,4/6/2020,-90
exo Le Richelain,Canada,-82,Montréal,Montréal,4/7/2020,-91
exo Le Richelain,Canada,-82,Montréal,Montréal,4/8/2020,-89
exo Le Richelain,Canada,-82,Montréal,Montréal,4/9/2020,-90
exo Le Richelain,Canada,-83,Montréal,Montréal,4/10/2020,-92
exo Le Richelain,Canada,-80,Montréal,Montréal,4/11/2020,-90
exo Le Richelain,Canada,-80,Montréal,Montréal,4/12/2020,-90
exo Le Richelain,Canada,-80,Montréal,Montréal,4/13/2020,-90
exo Le Richelain,Canada,-82,Montréal,Montréal,4/14/2020,-90
exo Le Richelain,Canada,-83,Montréal,Montréal,4/15/2020,-90
exo Le Richelain,Canada,-83,Montréal,Montréal,4/16/2020,-91
exo Le Richelain,Canada,-80,Montréal,Montréal,4/17/2020,-91
exo Le Richelain,Canada,-79,Montréal,Montréal,4/18/2020,-88
exo Le Richelain,Canada,-78,Montréal,Montréal,4/19/2020,-90
exo Le Richelain,Canada,-78,Montréal,Montréal,4/20/2020,-87
exo Le Richelain,Canada,-82,Montréal,Montréal,4/21/2020,-91
exo Le Richelain,Canada,-82,Montréal,Montréal,4/22/2020,-90
exo Le Richelain,Canada,-82,Montréal,Montréal,4/23/2020,-90
exo Le Richelain,Canada,-80,Montréal,Montréal,4/24/2020,-90
exo Le Richelain,Canada,-78,Montréal,Montréal,4/25/2020,-88
exo Le Richelain,Canada,-77,Montréal,Montréal,4/26/2020,-88
exo Le Richelain,Canada,-79,Montréal,Montréal,4/27/2020,-88
exo Le Richelain,Canada,-82,Montréal,Montréal,4/28/2020,-87
exo Le Richelain,Canada,-81,Montréal,Montréal,4/29/2020,-87
exo Le Richelain,Canada,-82,Montréal,Montréal,4/30/2020,-89
exo Le Richelain,Canada,-81,Montréal,Montréal,5/1/2020,-88
exo Le Richelain,Canada,-78,Montréal,Montréal,5/2/2020,-85
exo Le Richelain,Canada,-76,Montréal,Montréal,5/3/2020,-87
exo Le Richelain,Canada,-79,Montréal,Montréal,5/4/2020,-86
exo Le Richelain,Canada,-80,Montréal,Montréal,5/5/2020,-85
exo Le Richelain,Canada,-80,Montréal,Montréal,5/6/2020,-85
exo Le Richelain,Canada,-81,Montréal,Montréal,5/7/2020,-88
exo Le Richelain,Canada,-80,Montréal,Montréal,5/8/2020,-88
exo Le Richelain,Canada,-77,Montréal,Montréal,5/9/2020,-86
exo Le Richelain,Canada,-76,Montréal,Montréal,5/10/2020,-87
exo Le Richelain,Canada,-75,Montréal,Montréal,5/11/2020,-85
exo Le Richelain,Canada,-79,Montréal,Montréal,5/12/2020,-85
exo Le Richelain,Canada,-80,Montréal,Montréal,5/13/2020,-85
exo Le Richelain,Canada,-80,Montréal,Montréal,5/14/2020,-84
exo Le Richelain,Canada,-80,Montréal,Montréal,5/15/2020,-87
exo Le Richelain,Canada,-74,Montréal,Montréal,5/16/2020,-84
exo Le Richelain,Canada,-74,Montréal,Montréal,5/17/2020,-84
exo Le Richelain,Canada,-77,Montréal,Montréal,5/18/2020,-84
exo Le Richelain,Canada,-77,Montréal,Montréal,5/19/2020,-84
exo Le Richelain,Canada,-76,Montréal,Montréal,5/20/2020,-80
exo Le Richelain,Canada,-77,Montréal,Montréal,5/21/2020,-83
exo Le Richelain,Canada,-76,Montréal,Montréal,5/22/2020,-80
exo Le Richelain,Canada,-70,Montréal,Montréal,5/23/2020,-79
exo Le Richelain,Canada,-69,Montréal,Montréal,5/24/2020,-79
exo Le Richelain,Canada,-69,Montréal,Montréal,5/25/2020,-76
exo Le Richelain,Canada,-73,Montréal,Montréal,5/26/2020,-74
exo Le Richelain,Canada,-72,Montréal,Montréal,5/27/2020,-75
exo Le Richelain,Canada,-74,Montréal,Montréal,5/28/2020,-77
exo Le Richelain,Canada,-74,Montréal,Montréal,5/29/2020,-79
exo Le Richelain,Canada,-69,Montréal,Montréal,5/30/2020,-78
exo Le Richelain,Canada,-67,Montréal,Montréal,5/31/2020,-75
exo Le Richelain,Canada,-70,Montréal,Montréal,6/1/2020,-73
exo Le Richelain,Canada,-72,Montréal,Montréal,6/2/2020,-72
exo Le Richelain,Canada,-73,Montréal,Montréal,6/3/2020,-76
exo Le Richelain,Canada,-71,Montréal,Montréal,6/4/2020,-74
exo Le Richelain,Canada,-71,Montréal,Montréal,6/5/2020,-71
exo Le Richelain,Canada,-67,Montréal,Montréal,6/6/2020,-72
exo Le Richelain,Canada,-63,Montréal,Montréal,6/7/2020,-61
exo Le Richelain,Canada,-69,Montréal,Montréal,6/8/2020,-68
exo Le Richelain,Canada,-70,Montréal,Montréal,6/9/2020,-69
exo Le Richelain,Canada,-71,Montréal,Montréal,6/10/2020,-72
exo Le Richelain,Canada,-71,Montréal,Montréal,6/11/2020,-74
exo Le Richelain,Canada,-70,Montréal,Montréal,6/12/2020,-72
exo Le Richelain,Canada,-65,Montréal,Montréal,6/13/2020,-69
exo Le Richelain,Canada,-63,Montréal,Montréal,6/14/2020,-64
exo Le Richelain,Canada,-66,Montréal,Montréal,6/15/2020,-63
exo Le Richelain,Canada,-67,Montréal,Montréal,6/16/2020,-64
exo Le Richelain,Canada,-67,Montréal,Montréal,6/17/2020,-63
exo Le Richelain,Canada,-66,Montréal,Montréal,6/18/2020,-63
exo Le Richelain,Canada,-64,Montréal,Montréal,6/19/2020,-63
exo Le Richelain,Canada,-58,Montréal,Montréal,6/20/2020,-54
exo Le Richelain,Canada,-59,Montréal,Montréal,6/21/2020,-57
exo Le Richelain,Canada,-58,Montréal,Montréal,6/22/2020,-52
exo Le Richelain,Canada,-65,Montréal,Montréal,6/23/2020,-58
exo Le Richelain,Canada,-67,Montréal,Montréal,6/24/2020,-71
exo Le Richelain,Canada,-63,Montréal,Montréal,6/25/2020,-67
exo Le Richelain,Canada,-61,Montréal,Montréal,6/26/2020,-61
exo Le Richelain,Canada,-57,Montréal,Montréal,6/27/2020,-56
exo Le Richelain,Canada,-56,Montréal,Montréal,6/28/2020,-55
exo Le Richelain,Canada,-55,Montréal,Montréal,6/29/2020,-51
exo Le Richelain,Canada,-60,Montréal,Montréal,6/30/2020,-54
exo Le Richelain,Canada,-67,Montréal,Montréal,7/1/2020,-62
exo Le Richelain,Canada,-62,Montréal,Montréal,7/2/2020,-57
exo Le Richelain,Canada,-60,Montréal,Montréal,7/3/2020,-56
exo Le Richelain,Canada,-55,Montréal,Montréal,7/4/2020,-49
exo Le Richelain,Canada,-55,Montréal,Montréal,7/5/2020,-48
exo Le Richelain,Canada,-55,Montréal,Montréal,7/6/2020,-50
exo Le Richelain,Canada,-60,Montréal,Montréal,7/7/2020,-53
exo Le Richelain,Canada,-61,Montréal,Montréal,7/8/2020,-57
exo Le Richelain,Canada,-60,Montréal,Montréal,7/9/2020,-56
exo Le Richelain,Canada,-59,Montréal,Montréal,7/10/2020,-55
exo Le Richelain,Canada,-58,Montréal,Montréal,7/11/2020,-57
exo Le Richelain,Canada,-53,Montréal,Montréal,7/12/2020,-51
exo Le Richelain,Canada,-59,Montréal,Montréal,7/13/2020,-52
exo Le Richelain,Canada,-60,Montréal,Montréal,7/14/2020,-51
exo Le Richelain,Canada,-59,Montréal,Montréal,7/15/2020,-53
exo Le Richelain,Canada,-62,Montréal,Montréal,7/16/2020,-55
exo Le Richelain,Canada,-59,Montréal,Montréal,7/17/2020,-53
exo Le Richelain,Canada,-52,Montréal,Montréal,7/18/2020,-55
exo Le Richelain,Canada,-55,Montréal,Montréal,7/19/2020,-52
exo Le Richelain,Canada,-57,Montréal,Montréal,7/20/2020,-56
exo Le Richelain,Canada,-59,Montréal,Montréal,7/21/2020,-50
exo Le Richelain,Canada,-60,Montréal,Montréal,7/22/2020,-57
exo Le Richelain,Canada,-61,Montréal,Montréal,7/23/2020,-59
exo Le Richelain,Canada,-58,Montréal,Montréal,7/24/2020,-55
exo Le Richelain,Canada,-53,Montréal,Montréal,7/25/2020,-51
exo Le Richelain,Canada,-54,Montréal,Montréal,7/26/2020,-46
exo Le Richelain,Canada,-56,Montréal,Montréal,7/27/2020,-57
exo Le Richelain,Canada,-58,Montréal,Montréal,7/28/2020,-55
exo Le Richelain,Canada,-59,Montréal,Montréal,7/29/2020,-50
exo Le Richelain,Canada,-58,Montréal,Montréal,7/30/2020,-50
exo Le Richelain,Canada,-57,Montréal,Montréal,7/31/2020,-54
exo Le Richelain,Canada,-52,Montréal,Montréal,8/1/2020,-50
exo Le Richelain,Canada,-56,Montréal,Montréal,8/2/2020,-57
exo Le Richelain,Canada,-60,Montréal,Montréal,8/3/2020,-59
exo Le Richelain,Canada,-60,Montréal,Montréal,8/4/2020,-66
exo Le Richelain,Canada,-60,Montréal,Montréal,8/5/2020,-63
exo Le Richelain,Canada,-60,Montréal,Montréal,8/6/2020,-64
exo Sorel-Varennes,Canada,1,Montréal,Montréal,2/17/2020,8
exo Sorel-Varennes,Canada,6,Montréal,Montréal,2/18/2020,14
exo Sorel-Varennes,Canada,-21,Montréal,Montréal,2/19/2020,11
exo Sorel-Varennes,Canada,3,Montréal,Montréal,2/20/2020,14
exo Sorel-Varennes,Canada,1,Montréal,Montréal,2/21/2020,-4
exo Sorel-Varennes,Canada,-8,Montréal,Montréal,2/22/2020,3
exo Sorel-Varennes,Canada,-5,Montréal,Montréal,2/23/2020,1
exo Sorel-Varennes,Canada,3,Montréal,Montréal,2/24/2020,-2
exo Sorel-Varennes,Canada,4,Montréal,Montréal,2/25/2020,-2
exo Sorel-Varennes,Canada,12,Montréal,Montréal,2/26/2020,4
exo Sorel-Varennes,Canada,1,Montréal,Montréal,2/27/2020,-5
exo Sorel-Varennes,Canada,-5,Montréal,Montréal,2/28/2020,11
exo Sorel-Varennes,Canada,-1,Montréal,Montréal,2/29/2020,8
exo Sorel-Varennes,Canada,1,Montréal,Montréal,3/1/2020,15
exo Sorel-Varennes,Canada,5,Montréal,Montréal,3/2/2020,10
exo Sorel-Varennes,Canada,-1,Montréal,Montréal,3/3/2020,11
exo Sorel-Varennes,Canada,-1,Montréal,Montréal,3/4/2020,6
exo Sorel-Varennes,Canada,-3,Montréal,Montréal,3/5/2020,3
exo Sorel-Varennes,Canada,-4,Montréal,Montréal,3/6/2020,7
exo Sorel-Varennes,Canada,-2,Montréal,Montréal,3/7/2020,14
exo Sorel-Varennes,Canada,-3,Montréal,Montréal,3/8/2020,5
exo Sorel-Varennes,Canada,-2,Montréal,Montréal,3/9/2020,7
exo Sorel-Varennes,Canada,-5,Montréal,Montréal,3/10/2020,14
exo Sorel-Varennes,Canada,-6,Montréal,Montréal,3/11/2020,7
exo Sorel-Varennes,Canada,-10,Montréal,Montréal,3/12/2020,-6
exo Sorel-Varennes,Canada,-24,Montréal,Montréal,3/13/2020,-24
exo Sorel-Varennes,Canada,-31,Montréal,Montréal,3/14/2020,-38
exo Sorel-Varennes,Canada,-31,Montréal,Montréal,3/15/2020,-39
exo Sorel-Varennes,Canada,-50,Montréal,Montréal,3/16/2020,-58
exo Sorel-Varennes,Canada,-60,Montréal,Montréal,3/17/2020,-67
exo Sorel-Varennes,Canada,-66,Montréal,Montréal,3/18/2020,-67
exo Sorel-Varennes,Canada,-69,Montréal,Montréal,3/19/2020,-69
exo Sorel-Varennes,Canada,-71,Montréal,Montréal,3/20/2020,-77
exo Sorel-Varennes,Canada,-68,Montréal,Montréal,3/21/2020,-73
exo Sorel-Varennes,Canada,-68,Montréal,Montréal,3/22/2020,-72
exo Sorel-Varennes,Canada,-74,Montréal,Montréal,3/23/2020,-76
exo Sorel-Varennes,Canada,-76,Montréal,Montréal,3/24/2020,-82
exo Sorel-Varennes,Canada,-80,Montréal,Montréal,3/25/2020,-85
exo Sorel-Varennes,Canada,-81,Montréal,Montréal,3/26/2020,-89
exo Sorel-Varennes,Canada,-82,Montréal,Montréal,3/27/2020,-91
exo Sorel-Varennes,Canada,-78,Montréal,Montréal,3/28/2020,-83
exo Sorel-Varennes,Canada,-76,Montréal,Montréal,3/29/2020,-83
exo Sorel-Varennes,Canada,-79,Montréal,Montréal,3/30/2020,-80
exo Sorel-Varennes,Canada,-81,Montréal,Montréal,3/31/2020,-82
exo Sorel-Varennes,Canada,-81,Montréal,Montréal,4/1/2020,-84
exo Sorel-Varennes,Canada,-81,Montréal,Montréal,4/2/2020,-87
exo Sorel-Varennes,Canada,-82,Montréal,Montréal,4/3/2020,-88
exo Sorel-Varennes,Canada,-79,Montréal,Montréal,4/4/2020,-84
exo Sorel-Varennes,Canada,-78,Montréal,Montréal,4/5/2020,-87
exo Sorel-Varennes,Canada,-80,Montréal,Montréal,4/6/2020,-87
exo Sorel-Varennes,Canada,-82,Montréal,Montréal,4/7/2020,-88
exo Sorel-Varennes,Canada,-82,Montréal,Montréal,4/8/2020,-89
exo Sorel-Varennes,Canada,-82,Montréal,Montréal,4/9/2020,-89
exo Sorel-Varennes,Canada,-83,Montréal,Montréal,4/10/2020,-90
exo Sorel-Varennes,Canada,-80,Montréal,Montréal,4/11/2020,-90
exo Sorel-Varennes,Canada,-80,Montréal,Montréal,4/12/2020,-88
exo Sorel-Varennes,Canada,-80,Montréal,Montréal,4/13/2020,-87
exo Sorel-Varennes,Canada,-82,Montréal,Montréal,4/14/2020,-91
exo Sorel-Varennes,Canada,-83,Montréal,Montréal,4/15/2020,-90
exo Sorel-Varennes,Canada,-83,Montréal,Montréal,4/16/2020,-89
exo Sorel-Varennes,Canada,-80,Montréal,Montréal,4/17/2020,-90
exo Sorel-Varennes,Canada,-79,Montréal,Montréal,4/18/2020,-87
exo Sorel-Varennes,Canada,-78,Montréal,Montréal,4/19/2020,-89
exo Sorel-Varennes,Canada,-78,Montréal,Montréal,4/20/2020,-86
exo Sorel-Varennes,Canada,-82,Montréal,Montréal,4/21/2020,-87
exo Sorel-Varennes,Canada,-82,Montréal,Montréal,4/22/2020,-89
exo Sorel-Varennes,Canada,-82,Montréal,Montréal,4/23/2020,-90
exo Sorel-Varennes,Canada,-80,Montréal,Montréal,4/24/2020,-89
exo Sorel-Varennes,Canada,-78,Montréal,Montréal,4/25/2020,-86
exo Sorel-Varennes,Canada,-77,Montréal,Montréal,4/26/2020,-86
exo Sorel-Varennes,Canada,-79,Montréal,Montréal,4/27/2020,-86
exo Sorel-Varennes,Canada,-82,Montréal,Montréal,4/28/2020,-86
exo Sorel-Varennes,Canada,-81,Montréal,Montréal,4/29/2020,-85
exo Sorel-Varennes,Canada,-82,Montréal,Montréal,4/30/2020,-87
exo Sorel-Varennes,Canada,-81,Montréal,Montréal,5/1/2020,-85
exo Sorel-Varennes,Canada,-78,Montréal,Montréal,5/2/2020,-80
exo Sorel-Varennes,Canada,-76,Montréal,Montréal,5/3/2020,-82
exo Sorel-Varennes,Canada,-79,Montréal,Montréal,5/4/2020,-80
exo Sorel-Varennes,Canada,-80,Montréal,Montréal,5/5/2020,-83
exo Sorel-Varennes,Canada,-80,Montréal,Montréal,5/6/2020,-84
exo Sorel-Varennes,Canada,-81,Montréal,Montréal,5/7/2020,-86
exo Sorel-Varennes,Canada,-80,Montréal,Montréal,5/8/2020,-87
exo Sorel-Varennes,Canada,-77,Montréal,Montréal,5/9/2020,-81
exo Sorel-Varennes,Canada,-76,Montréal,Montréal,5/10/2020,-84
exo Sorel-Varennes,Canada,-75,Montréal,Montréal,5/11/2020,-82
exo Sorel-Varennes,Canada,-79,Montréal,Montréal,5/12/2020,-83
exo Sorel-Varennes,Canada,-80,Montréal,Montréal,5/13/2020,-82
exo Sorel-Varennes,Canada,-80,Montréal,Montréal,5/14/2020,-85
exo Sorel-Varennes,Canada,-80,Montréal,Montréal,5/15/2020,-87
exo Sorel-Varennes,Canada,-74,Montréal,Montréal,5/16/2020,-80
exo Sorel-Varennes,Canada,-74,Montréal,Montréal,5/17/2020,-78
exo Sorel-Varennes,Canada,-77,Montréal,Montréal,5/18/2020,-80
exo Sorel-Varennes,Canada,-77,Montréal,Montréal,5/19/2020,-82
exo Sorel-Varennes,Canada,-76,Montréal,Montréal,5/20/2020,-80
exo Sorel-Varennes,Canada,-77,Montréal,Montréal,5/21/2020,-82
exo Sorel-Varennes,Canada,-76,Montréal,Montréal,5/22/2020,-78
exo Sorel-Varennes,Canada,-70,Montréal,Montréal,5/23/2020,-75
exo Sorel-Varennes,Canada,-69,Montréal,Montréal,5/24/2020,-75
