Agency,Country,Percent Change YOY Country,City (copy),City,Date,Percent Change YOY
MiWay,Canada,-79,Toronto,Toronto,4/18/2020,-77
MiWay,Canada,-78,Toronto,Toronto,4/19/2020,-74
MiWay,Canada,-78,Toronto,Toronto,4/20/2020,-76
MiWay,Canada,-82,Toronto,Toronto,4/21/2020,-79
MiWay,Canada,-82,Toronto,Toronto,4/22/2020,-80
MiWay,Canada,-82,Toronto,Toronto,4/23/2020,-80
MiWay,Canada,-80,Toronto,Toronto,4/24/2020,-76
MiWay,Canada,-78,Toronto,Toronto,4/25/2020,-76
MiWay,Canada,-77,Toronto,Toronto,4/26/2020,-76
MiWay,Canada,-79,Toronto,Toronto,4/27/2020,-78
MiWay,Canada,-82,Toronto,Toronto,4/28/2020,-79
MiWay,Canada,-81,Toronto,Toronto,4/29/2020,-78
MiWay,Canada,-82,Toronto,Toronto,4/30/2020,-79
MiWay,Canada,-81,Toronto,Toronto,5/1/2020,-78
MiWay,Canada,-78,Toronto,Toronto,5/2/2020,-76
MiWay,Canada,-76,Toronto,Toronto,5/3/2020,-74
MiWay,Canada,-79,Toronto,Toronto,5/4/2020,-77
MiWay,Canada,-80,Toronto,Toronto,5/5/2020,-79
MiWay,Canada,-80,Toronto,Toronto,5/6/2020,-78
MiWay,Canada,-81,Toronto,Toronto,5/7/2020,-79
MiWay,Canada,-80,Toronto,Toronto,5/8/2020,-79
MiWay,Canada,-77,Toronto,Toronto,5/9/2020,-77
MiWay,Canada,-76,Toronto,Toronto,5/10/2020,-74
MiWay,Canada,-75,Toronto,Toronto,5/11/2020,-73
MiWay,Canada,-79,Toronto,Toronto,5/12/2020,-77
MiWay,Canada,-80,Toronto,Toronto,5/13/2020,-78
MiWay,Canada,-80,Toronto,Toronto,5/14/2020,-78
MiWay,Canada,-80,Toronto,Toronto,5/15/2020,-78
MiWay,Canada,-74,Toronto,Toronto,5/16/2020,-73
MiWay,Canada,-74,Toronto,Toronto,5/17/2020,-73
MiWay,Canada,-77,Toronto,Toronto,5/18/2020,-83
MiWay,Canada,-77,Toronto,Toronto,5/19/2020,-76
MiWay,Canada,-76,Toronto,Toronto,5/20/2020,-75
MiWay,Canada,-77,Toronto,Toronto,5/21/2020,-75
MiWay,Canada,-76,Toronto,Toronto,5/22/2020,-74
MiWay,Canada,-70,Toronto,Toronto,5/23/2020,-68
MiWay,Canada,-69,Toronto,Toronto,5/24/2020,-68
MiWay,Canada,-69,Toronto,Toronto,5/25/2020,-65
MiWay,Canada,-73,Toronto,Toronto,5/26/2020,-71
MiWay,Canada,-72,Toronto,Toronto,5/27/2020,-72
MiWay,Canada,-74,Toronto,Toronto,5/28/2020,-74
MiWay,Canada,-74,Toronto,Toronto,5/29/2020,-74
MiWay,Canada,-69,Toronto,Toronto,5/30/2020,-68
MiWay,Canada,-67,Toronto,Toronto,5/31/2020,-66
MiWay,Canada,-70,Toronto,Toronto,6/1/2020,-69
MiWay,Canada,-72,Toronto,Toronto,6/2/2020,-71
MiWay,Canada,-73,Toronto,Toronto,6/3/2020,-71
MiWay,Canada,-71,Toronto,Toronto,6/4/2020,-70
MiWay,Canada,-71,Toronto,Toronto,6/5/2020,-71
MiWay,Canada,-67,Toronto,Toronto,6/6/2020,-66
MiWay,Canada,-63,Toronto,Toronto,6/7/2020,-64
MiWay,Canada,-69,Toronto,Toronto,6/8/2020,-69
MiWay,Canada,-70,Toronto,Toronto,6/9/2020,-69
MiWay,Canada,-71,Toronto,Toronto,6/10/2020,-70
MiWay,Canada,-71,Toronto,Toronto,6/11/2020,-69
MiWay,Canada,-70,Toronto,Toronto,6/12/2020,-70
MiWay,Canada,-65,Toronto,Toronto,6/13/2020,-65
MiWay,Canada,-63,Toronto,Toronto,6/14/2020,-64
MiWay,Canada,-66,Toronto,Toronto,6/15/2020,-66
MiWay,Canada,-67,Toronto,Toronto,6/16/2020,-66
MiWay,Canada,-67,Toronto,Toronto,6/17/2020,-65
MiWay,Canada,-66,Toronto,Toronto,6/18/2020,-65
MiWay,Canada,-64,Toronto,Toronto,6/19/2020,-65
MiWay,Canada,-58,Toronto,Toronto,6/20/2020,-56
MiWay,Canada,-59,Toronto,Toronto,6/21/2020,-58
MiWay,Canada,-58,Toronto,Toronto,6/22/2020,-58
MiWay,Canada,-65,Toronto,Toronto,6/23/2020,-67
MiWay,Canada,-67,Toronto,Toronto,6/24/2020,-64
MiWay,Canada,-63,Toronto,Toronto,6/25/2020,-63
MiWay,Canada,-61,Toronto,Toronto,6/26/2020,-62
MiWay,Canada,-57,Toronto,Toronto,6/27/2020,-54
MiWay,Canada,-56,Toronto,Toronto,6/28/2020,-52
MiWay,Canada,-55,Toronto,Toronto,6/29/2020,-53
MiWay,Canada,-60,Toronto,Toronto,6/30/2020,-61
MiWay,Canada,-67,Toronto,Toronto,7/1/2020,-70
MiWay,Canada,-62,Toronto,Toronto,7/2/2020,-66
MiWay,Canada,-60,Toronto,Toronto,7/3/2020,-64
MiWay,Canada,-55,Toronto,Toronto,7/4/2020,-58
MiWay,Canada,-55,Toronto,Toronto,7/5/2020,-57
MiWay,Canada,-55,Toronto,Toronto,7/6/2020,-58
MiWay,Canada,-60,Toronto,Toronto,7/7/2020,-65
MiWay,Canada,-61,Toronto,Toronto,7/8/2020,-66
MiWay,Canada,-60,Toronto,Toronto,7/9/2020,-64
MiWay,Canada,-59,Toronto,Toronto,7/10/2020,-64
MiWay,Canada,-58,Toronto,Toronto,7/11/2020,-62
MiWay,Canada,-53,Toronto,Toronto,7/12/2020,-58
MiWay,Canada,-59,Toronto,Toronto,7/13/2020,-65
MiWay,Canada,-60,Toronto,Toronto,7/14/2020,-66
MiWay,Canada,-59,Toronto,Toronto,7/15/2020,-65
MiWay,Canada,-62,Toronto,Toronto,7/16/2020,-69
MiWay,Canada,-59,Toronto,Toronto,7/17/2020,-65
MiWay,Canada,-52,Toronto,Toronto,7/18/2020,-56
MiWay,Canada,-55,Toronto,Toronto,7/19/2020,-62
MiWay,Canada,-57,Toronto,Toronto,7/20/2020,-63
MiWay,Canada,-59,Toronto,Toronto,7/21/2020,-66
MiWay,Canada,-60,Toronto,Toronto,7/22/2020,-68
MiWay,Canada,-61,Toronto,Toronto,7/23/2020,-65
MiWay,Canada,-58,Toronto,Toronto,7/24/2020,-65
MiWay,Canada,-53,Toronto,Toronto,7/25/2020,-57
MiWay,Canada,-54,Toronto,Toronto,7/26/2020,-56
MiWay,Canada,-56,Toronto,Toronto,7/27/2020,-59
MiWay,Canada,-58,Toronto,Toronto,7/28/2020,-63
MiWay,Canada,-59,Toronto,Toronto,7/29/2020,-65
MiWay,Canada,-58,Toronto,Toronto,7/30/2020,-65
MiWay,Canada,-57,Toronto,Toronto,7/31/2020,-63
MiWay,Canada,-52,Toronto,Toronto,8/1/2020,-56
MiWay,Canada,-56,Toronto,Toronto,8/2/2020,-58
MiWay,Canada,-60,Toronto,Toronto,8/3/2020,-69
MiWay,Canada,-60,Toronto,Toronto,8/4/2020,-64
MiWay,Canada,-60,Toronto,Toronto,8/5/2020,-63
MiWay,Canada,-60,Toronto,Toronto,8/6/2020,-63
Oakville Transit,Canada,1,Toronto,Toronto,2/17/2020,-1
Oakville Transit,Canada,6,Toronto,Toronto,2/18/2020,-43
Oakville Transit,Canada,-21,Toronto,Toronto,2/19/2020,15
Oakville Transit,Canada,3,Toronto,Toronto,2/20/2020,-1
Oakville Transit,Canada,1,Toronto,Toronto,2/21/2020,-9
Oakville Transit,Canada,-8,Toronto,Toronto,2/22/2020,-3
Oakville Transit,Canada,-5,Toronto,Toronto,2/23/2020,5
Oakville Transit,Canada,3,Toronto,Toronto,2/24/2020,9
Oakville Transit,Canada,4,Toronto,Toronto,2/25/2020,23
Oakville Transit,Canada,12,Toronto,Toronto,2/26/2020,5
Oakville Transit,Canada,1,Toronto,Toronto,2/27/2020,-5
Oakville Transit,Canada,-5,Toronto,Toronto,2/28/2020,-9
Oakville Transit,Canada,-1,Toronto,Toronto,2/29/2020,-3
Oakville Transit,Canada,1,Toronto,Toronto,3/1/2020,-6
Oakville Transit,Canada,5,Toronto,Toronto,3/2/2020,-5
Oakville Transit,Canada,-1,Toronto,Toronto,3/3/2020,3
Oakville Transit,Canada,-1,Toronto,Toronto,3/4/2020,4
Oakville Transit,Canada,-3,Toronto,Toronto,3/5/2020,2
Oakville Transit,Canada,-4,Toronto,Toronto,3/6/2020,-2
Oakville Transit,Canada,-2,Toronto,Toronto,3/7/2020,-2
Oakville Transit,Canada,-3,Toronto,Toronto,3/8/2020,3
Oakville Transit,Canada,-2,Toronto,Toronto,3/9/2020,-4
Oakville Transit,Canada,-5,Toronto,Toronto,3/10/2020,-8
Oakville Transit,Canada,-6,Toronto,Toronto,3/11/2020,-5
Oakville Transit,Canada,-10,Toronto,Toronto,3/12/2020,-14
Oakville Transit,Canada,-24,Toronto,Toronto,3/13/2020,-23
Oakville Transit,Canada,-31,Toronto,Toronto,3/14/2020,-34
Oakville Transit,Canada,-31,Toronto,Toronto,3/15/2020,-37
Oakville Transit,Canada,-50,Toronto,Toronto,3/16/2020,-53
Oakville Transit,Canada,-60,Toronto,Toronto,3/17/2020,-62
Oakville Transit,Canada,-66,Toronto,Toronto,3/18/2020,-68
Oakville Transit,Canada,-69,Toronto,Toronto,3/19/2020,-73
Oakville Transit,Canada,-71,Toronto,Toronto,3/20/2020,-75
Oakville Transit,Canada,-68,Toronto,Toronto,3/21/2020,-68
Oakville Transit,Canada,-68,Toronto,Toronto,3/22/2020,-66
Oakville Transit,Canada,-74,Toronto,Toronto,3/23/2020,-74
Oakville Transit,Canada,-76,Toronto,Toronto,3/24/2020,-76
Oakville Transit,Canada,-80,Toronto,Toronto,3/25/2020,-81
Oakville Transit,Canada,-81,Toronto,Toronto,3/26/2020,-84
Oakville Transit,Canada,-82,Toronto,Toronto,3/27/2020,-84
Oakville Transit,Canada,-78,Toronto,Toronto,3/28/2020,-82
Oakville Transit,Canada,-76,Toronto,Toronto,3/29/2020,-78
Oakville Transit,Canada,-79,Toronto,Toronto,3/30/2020,-81
Oakville Transit,Canada,-81,Toronto,Toronto,3/31/2020,-82
Oakville Transit,Canada,-81,Toronto,Toronto,4/1/2020,-82
Oakville Transit,Canada,-81,Toronto,Toronto,4/2/2020,-85
Oakville Transit,Canada,-82,Toronto,Toronto,4/3/2020,-84
Oakville Transit,Canada,-79,Toronto,Toronto,4/4/2020,-83
Oakville Transit,Canada,-78,Toronto,Toronto,4/5/2020,-78
Oakville Transit,Canada,-80,Toronto,Toronto,4/6/2020,-80
Oakville Transit,Canada,-82,Toronto,Toronto,4/7/2020,-82
Oakville Transit,Canada,-82,Toronto,Toronto,4/8/2020,-84
Oakville Transit,Canada,-82,Toronto,Toronto,4/9/2020,-83
Oakville Transit,Canada,-83,Toronto,Toronto,4/10/2020,-87
Oakville Transit,Canada,-80,Toronto,Toronto,4/11/2020,-82
Oakville Transit,Canada,-80,Toronto,Toronto,4/12/2020,-83
Oakville Transit,Canada,-80,Toronto,Toronto,4/13/2020,-81
Oakville Transit,Canada,-82,Toronto,Toronto,4/14/2020,-83
Oakville Transit,Canada,-83,Toronto,Toronto,4/15/2020,-86
Oakville Transit,Canada,-83,Toronto,Toronto,4/16/2020,-86
Oakville Transit,Canada,-80,Toronto,Toronto,4/17/2020,-81
Oakville Transit,Canada,-79,Toronto,Toronto,4/18/2020,-83
Oakville Transit,Canada,-78,Toronto,Toronto,4/19/2020,-78
Oakville Transit,Canada,-78,Toronto,Toronto,4/20/2020,-81
Oakville Transit,Canada,-82,Toronto,Toronto,4/21/2020,-85
Oakville Transit,Canada,-82,Toronto,Toronto,4/22/2020,-85
Oakville Transit,Canada,-82,Toronto,Toronto,4/23/2020,-85
Oakville Transit,Canada,-80,Toronto,Toronto,4/24/2020,-81
Oakville Transit,Canada,-78,Toronto,Toronto,4/25/2020,-81
Oakville Transit,Canada,-77,Toronto,Toronto,4/26/2020,-79
Oakville Transit,Canada,-79,Toronto,Toronto,4/27/2020,-82
Oakville Transit,Canada,-82,Toronto,Toronto,4/28/2020,-82
Oakville Transit,Canada,-81,Toronto,Toronto,4/29/2020,-85
Oakville Transit,Canada,-82,Toronto,Toronto,4/30/2020,-83
Oakville Transit,Canada,-81,Toronto,Toronto,5/1/2020,-82
Oakville Transit,Canada,-78,Toronto,Toronto,5/2/2020,-79
Oakville Transit,Canada,-76,Toronto,Toronto,5/3/2020,-76
Oakville Transit,Canada,-79,Toronto,Toronto,5/4/2020,-79
Oakville Transit,Canada,-80,Toronto,Toronto,5/5/2020,-83
Oakville Transit,Canada,-80,Toronto,Toronto,5/6/2020,-81
Oakville Transit,Canada,-81,Toronto,Toronto,5/7/2020,-82
Oakville Transit,Canada,-80,Toronto,Toronto,5/8/2020,-84
Oakville Transit,Canada,-77,Toronto,Toronto,5/9/2020,-79
Oakville Transit,Canada,-76,Toronto,Toronto,5/10/2020,-74
Oakville Transit,Canada,-75,Toronto,Toronto,5/11/2020,-77
Oakville Transit,Canada,-79,Toronto,Toronto,5/12/2020,-82
Oakville Transit,Canada,-80,Toronto,Toronto,5/13/2020,-81
Oakville Transit,Canada,-80,Toronto,Toronto,5/14/2020,-81
Oakville Transit,Canada,-80,Toronto,Toronto,5/15/2020,-82
Oakville Transit,Canada,-74,Toronto,Toronto,5/16/2020,-77
Oakville Transit,Canada,-74,Toronto,Toronto,5/17/2020,-73
Oakville Transit,Canada,-77,Toronto,Toronto,5/18/2020,-83
Oakville Transit,Canada,-77,Toronto,Toronto,5/19/2020,-78
Oakville Transit,Canada,-76,Toronto,Toronto,5/20/2020,-77
Oakville Transit,Canada,-77,Toronto,Toronto,5/21/2020,-77
Oakville Transit,Canada,-76,Toronto,Toronto,5/22/2020,-78
Oakville Transit,Canada,-70,Toronto,Toronto,5/23/2020,-69
Oakville Transit,Canada,-69,Toronto,Toronto,5/24/2020,-70
Oakville Transit,Canada,-69,Toronto,Toronto,5/25/2020,-66
Oakville Transit,Canada,-73,Toronto,Toronto,5/26/2020,-76
Oakville Transit,Canada,-72,Toronto,Toronto,5/27/2020,-74
Oakville Transit,Canada,-74,Toronto,Toronto,5/28/2020,-78
Oakville Transit,Canada,-74,Toronto,Toronto,5/29/2020,-79
Oakville Transit,Canada,-69,Toronto,Toronto,5/30/2020,-66
Oakville Transit,Canada,-67,Toronto,Toronto,5/31/2020,-67
Oakville Transit,Canada,-70,Toronto,Toronto,6/1/2020,-66
Oakville Transit,Canada,-72,Toronto,Toronto,6/2/2020,-74
Oakville Transit,Canada,-73,Toronto,Toronto,6/3/2020,-73
Oakville Transit,Canada,-71,Toronto,Toronto,6/4/2020,-72
Oakville Transit,Canada,-71,Toronto,Toronto,6/5/2020,-73
Oakville Transit,Canada,-67,Toronto,Toronto,6/6/2020,-66
Oakville Transit,Canada,-63,Toronto,Toronto,6/7/2020,-61
Oakville Transit,Canada,-69,Toronto,Toronto,6/8/2020,-71
Oakville Transit,Canada,-70,Toronto,Toronto,6/9/2020,-73
Oakville Transit,Canada,-71,Toronto,Toronto,6/10/2020,-74
Oakville Transit,Canada,-71,Toronto,Toronto,6/11/2020,-74
Oakville Transit,Canada,-70,Toronto,Toronto,6/12/2020,-74
Oakville Transit,Canada,-65,Toronto,Toronto,6/13/2020,-65
Oakville Transit,Canada,-63,Toronto,Toronto,6/14/2020,-64
Oakville Transit,Canada,-66,Toronto,Toronto,6/15/2020,-70
Oakville Transit,Canada,-67,Toronto,Toronto,6/16/2020,-71
Oakville Transit,Canada,-67,Toronto,Toronto,6/17/2020,-70
Oakville Transit,Canada,-66,Toronto,Toronto,6/18/2020,-68
Oakville Transit,Canada,-64,Toronto,Toronto,6/19/2020,-69
Oakville Transit,Canada,-58,Toronto,Toronto,6/20/2020,-61
Oakville Transit,Canada,-59,Toronto,Toronto,6/21/2020,-61
Oakville Transit,Canada,-58,Toronto,Toronto,6/22/2020,-64
Oakville Transit,Canada,-65,Toronto,Toronto,6/23/2020,-71
Oakville Transit,Canada,-67,Toronto,Toronto,6/24/2020,-66
Oakville Transit,Canada,-63,Toronto,Toronto,6/25/2020,-68
Oakville Transit,Canada,-61,Toronto,Toronto,6/26/2020,-67
Oakville Transit,Canada,-57,Toronto,Toronto,6/27/2020,-62
Oakville Transit,Canada,-56,Toronto,Toronto,6/28/2020,-57
Oakville Transit,Canada,-55,Toronto,Toronto,6/29/2020,-58
Oakville Transit,Canada,-60,Toronto,Toronto,6/30/2020,-62
Oakville Transit,Canada,-67,Toronto,Toronto,7/1/2020,-74
Oakville Transit,Canada,-62,Toronto,Toronto,7/2/2020,-68
Oakville Transit,Canada,-60,Toronto,Toronto,7/3/2020,-66
Oakville Transit,Canada,-55,Toronto,Toronto,7/4/2020,-57
Oakville Transit,Canada,-55,Toronto,Toronto,7/5/2020,-60
Oakville Transit,Canada,-55,Toronto,Toronto,7/6/2020,-60
Oakville Transit,Canada,-60,Toronto,Toronto,7/7/2020,-67
Oakville Transit,Canada,-61,Toronto,Toronto,7/8/2020,-67
Oakville Transit,Canada,-60,Toronto,Toronto,7/9/2020,-67
Oakville Transit,Canada,-59,Toronto,Toronto,7/10/2020,-64
Oakville Transit,Canada,-58,Toronto,Toronto,7/11/2020,-67
Oakville Transit,Canada,-53,Toronto,Toronto,7/12/2020,-64
Oakville Transit,Canada,-59,Toronto,Toronto,7/13/2020,-66
Oakville Transit,Canada,-60,Toronto,Toronto,7/14/2020,-66
Oakville Transit,Canada,-59,Toronto,Toronto,7/15/2020,-67
Oakville Transit,Canada,-62,Toronto,Toronto,7/16/2020,-69
Oakville Transit,Canada,-59,Toronto,Toronto,7/17/2020,-67
Oakville Transit,Canada,-52,Toronto,Toronto,7/18/2020,-57
Oakville Transit,Canada,-55,Toronto,Toronto,7/19/2020,-64
Oakville Transit,Canada,-57,Toronto,Toronto,7/20/2020,-59
Oakville Transit,Canada,-59,Toronto,Toronto,7/21/2020,-63
Oakville Transit,Canada,-60,Toronto,Toronto,7/22/2020,-64
Oakville Transit,Canada,-61,Toronto,Toronto,7/23/2020,-64
Oakville Transit,Canada,-58,Toronto,Toronto,7/24/2020,-62
Oakville Transit,Canada,-53,Toronto,Toronto,7/25/2020,-56
Oakville Transit,Canada,-54,Toronto,Toronto,7/26/2020,-55
Oakville Transit,Canada,-56,Toronto,Toronto,7/27/2020,-56
Oakville Transit,Canada,-58,Toronto,Toronto,7/28/2020,-61
Oakville Transit,Canada,-59,Toronto,Toronto,7/29/2020,-65
Oakville Transit,Canada,-58,Toronto,Toronto,7/30/2020,-67
Oakville Transit,Canada,-57,Toronto,Toronto,7/31/2020,-62
Oakville Transit,Canada,-52,Toronto,Toronto,8/1/2020,-57
Oakville Transit,Canada,-56,Toronto,Toronto,8/2/2020,-59
Oakville Transit,Canada,-60,Toronto,Toronto,8/3/2020,-68
Oakville Transit,Canada,-60,Toronto,Toronto,8/4/2020,-68
Oakville Transit,Canada,-60,Toronto,Toronto,8/5/2020,-65
Oakville Transit,Canada,-60,Toronto,Toronto,8/6/2020,-62
TTC - Buses & Streetcars,Canada,1,Toronto,Toronto,2/17/2020,-31
TTC - Buses & Streetcars,Canada,6,Toronto,Toronto,2/18/2020,17
TTC - Buses & Streetcars,Canada,-21,Toronto,Toronto,2/19/2020,-4
TTC - Buses & Streetcars,Canada,3,Toronto,Toronto,2/20/2020,-7
TTC - Buses & Streetcars,Canada,1,Toronto,Toronto,2/21/2020,-2
TTC - Buses & Streetcars,Canada,-8,Toronto,Toronto,2/22/2020,8
TTC - Buses & Streetcars,Canada,-5,Toronto,Toronto,2/23/2020,11
TTC - Buses & Streetcars,Canada,3,Toronto,Toronto,2/24/2020,16
TTC - Buses & Streetcars,Canada,4,Toronto,Toronto,2/25/2020,-1
TTC - Buses & Streetcars,Canada,12,Toronto,Toronto,2/26/2020,-9
TTC - Buses & Streetcars,Canada,1,Toronto,Toronto,2/27/2020,-7
TTC - Buses & Streetcars,Canada,-5,Toronto,Toronto,2/28/2020,-9
TTC - Buses & Streetcars,Canada,-1,Toronto,Toronto,2/29/2020,-3
TTC - Buses & Streetcars,Canada,1,Toronto,Toronto,3/1/2020,4
TTC - Buses & Streetcars,Canada,5,Toronto,Toronto,3/2/2020,2
TTC - Buses & Streetcars,Canada,-1,Toronto,Toronto,3/3/2020,2
TTC - Buses & Streetcars,Canada,-1,Toronto,Toronto,3/4/2020,-1
TTC - Buses & Streetcars,Canada,-3,Toronto,Toronto,3/5/2020,-4
TTC - Buses & Streetcars,Canada,-4,Toronto,Toronto,3/6/2020,-7
TTC - Buses & Streetcars,Canada,-2,Toronto,Toronto,3/7/2020,2
TTC - Buses & Streetcars,Canada,-3,Toronto,Toronto,3/8/2020,1
TTC - Buses & Streetcars,Canada,-2,Toronto,Toronto,3/9/2020,-2
TTC - Buses & Streetcars,Canada,-5,Toronto,Toronto,3/10/2020,-7
TTC - Buses & Streetcars,Canada,-6,Toronto,Toronto,3/11/2020,-7
TTC - Buses & Streetcars,Canada,-10,Toronto,Toronto,3/12/2020,-12
TTC - Buses & Streetcars,Canada,-24,Toronto,Toronto,3/13/2020,-25
TTC - Buses & Streetcars,Canada,-31,Toronto,Toronto,3/14/2020,-30
TTC - Buses & Streetcars,Canada,-31,Toronto,Toronto,3/15/2020,-29
TTC - Buses & Streetcars,Canada,-50,Toronto,Toronto,3/16/2020,-47
TTC - Buses & Streetcars,Canada,-60,Toronto,Toronto,3/17/2020,-57
TTC - Buses & Streetcars,Canada,-66,Toronto,Toronto,3/18/2020,-61
TTC - Buses & Streetcars,Canada,-69,Toronto,Toronto,3/19/2020,-63
TTC - Buses & Streetcars,Canada,-71,Toronto,Toronto,3/20/2020,-66
TTC - Buses & Streetcars,Canada,-68,Toronto,Toronto,3/21/2020,-62
TTC - Buses & Streetcars,Canada,-68,Toronto,Toronto,3/22/2020,-62
TTC - Buses & Streetcars,Canada,-74,Toronto,Toronto,3/23/2020,-68
TTC - Buses & Streetcars,Canada,-76,Toronto,Toronto,3/24/2020,-68
TTC - Buses & Streetcars,Canada,-80,Toronto,Toronto,3/25/2020,-76
TTC - Buses & Streetcars,Canada,-81,Toronto,Toronto,3/26/2020,-77
TTC - Buses & Streetcars,Canada,-82,Toronto,Toronto,3/27/2020,-77
TTC - Buses & Streetcars,Canada,-78,Toronto,Toronto,3/28/2020,-75
TTC - Buses & Streetcars,Canada,-76,Toronto,Toronto,3/29/2020,-72
TTC - Buses & Streetcars,Canada,-79,Toronto,Toronto,3/30/2020,-72
TTC - Buses & Streetcars,Canada,-81,Toronto,Toronto,3/31/2020,-77
TTC - Buses & Streetcars,Canada,-81,Toronto,Toronto,4/1/2020,-77
TTC - Buses & Streetcars,Canada,-81,Toronto,Toronto,4/2/2020,-77
TTC - Buses & Streetcars,Canada,-82,Toronto,Toronto,4/3/2020,-78
TTC - Buses & Streetcars,Canada,-79,Toronto,Toronto,4/4/2020,-76
TTC - Buses & Streetcars,Canada,-78,Toronto,Toronto,4/5/2020,-73
TTC - Buses & Streetcars,Canada,-80,Toronto,Toronto,4/6/2020,-76
TTC - Buses & Streetcars,Canada,-82,Toronto,Toronto,4/7/2020,-79
TTC - Buses & Streetcars,Canada,-82,Toronto,Toronto,4/8/2020,-80
TTC - Buses & Streetcars,Canada,-82,Toronto,Toronto,4/9/2020,-78
TTC - Buses & Streetcars,Canada,-83,Toronto,Toronto,4/10/2020,-81
TTC - Buses & Streetcars,Canada,-80,Toronto,Toronto,4/11/2020,-77
TTC - Buses & Streetcars,Canada,-80,Toronto,Toronto,4/12/2020,-78
TTC - Buses & Streetcars,Canada,-80,Toronto,Toronto,4/13/2020,-78
TTC - Buses & Streetcars,Canada,-82,Toronto,Toronto,4/14/2020,-79
TTC - Buses & Streetcars,Canada,-83,Toronto,Toronto,4/15/2020,-80
TTC - Buses & Streetcars,Canada,-83,Toronto,Toronto,4/16/2020,-81
TTC - Buses & Streetcars,Canada,-80,Toronto,Toronto,4/17/2020,-75
TTC - Buses & Streetcars,Canada,-79,Toronto,Toronto,4/18/2020,-76
TTC - Buses & Streetcars,Canada,-78,Toronto,Toronto,4/19/2020,-74
TTC - Buses & Streetcars,Canada,-78,Toronto,Toronto,4/20/2020,-77
TTC - Buses & Streetcars,Canada,-82,Toronto,Toronto,4/21/2020,-80
TTC - Buses & Streetcars,Canada,-82,Toronto,Toronto,4/22/2020,-80
TTC - Buses & Streetcars,Canada,-82,Toronto,Toronto,4/23/2020,-80
TTC - Buses & Streetcars,Canada,-80,Toronto,Toronto,4/24/2020,-77
TTC - Buses & Streetcars,Canada,-78,Toronto,Toronto,4/25/2020,-76
TTC - Buses & Streetcars,Canada,-77,Toronto,Toronto,4/26/2020,-75
TTC - Buses & Streetcars,Canada,-79,Toronto,Toronto,4/27/2020,-77
TTC - Buses & Streetcars,Canada,-82,Toronto,Toronto,4/28/2020,-80
TTC - Buses & Streetcars,Canada,-81,Toronto,Toronto,4/29/2020,-81
TTC - Buses & Streetcars,Canada,-82,Toronto,Toronto,4/30/2020,-81
TTC - Buses & Streetcars,Canada,-81,Toronto,Toronto,5/1/2020,-79
TTC - Buses & Streetcars,Canada,-78,Toronto,Toronto,5/2/2020,-78
TTC - Buses & Streetcars,Canada,-76,Toronto,Toronto,5/3/2020,-73
TTC - Buses & Streetcars,Canada,-79,Toronto,Toronto,5/4/2020,-79
TTC - Buses & Streetcars,Canada,-80,Toronto,Toronto,5/5/2020,-81
TTC - Buses & Streetcars,Canada,-80,Toronto,Toronto,5/6/2020,-80
TTC - Buses & Streetcars,Canada,-81,Toronto,Toronto,5/7/2020,-80
TTC - Buses & Streetcars,Canada,-80,Toronto,Toronto,5/8/2020,-79
TTC - Buses & Streetcars,Canada,-77,Toronto,Toronto,5/9/2020,-78
TTC - Buses & Streetcars,Canada,-76,Toronto,Toronto,5/10/2020,-75
TTC - Buses & Streetcars,Canada,-75,Toronto,Toronto,5/11/2020,-75
TTC - Buses & Streetcars,Canada,-79,Toronto,Toronto,5/12/2020,-79
TTC - Buses & Streetcars,Canada,-80,Toronto,Toronto,5/13/2020,-78
TTC - Buses & Streetcars,Canada,-80,Toronto,Toronto,5/14/2020,-79
TTC - Buses & Streetcars,Canada,-80,Toronto,Toronto,5/15/2020,-79
TTC - Buses & Streetcars,Canada,-74,Toronto,Toronto,5/16/2020,-71
TTC - Buses & Streetcars,Canada,-74,Toronto,Toronto,5/17/2020,-74
TTC - Buses & Streetcars,Canada,-77,Toronto,Toronto,5/18/2020,-82
TTC - Buses & Streetcars,Canada,-77,Toronto,Toronto,5/19/2020,-77
TTC - Buses & Streetcars,Canada,-76,Toronto,Toronto,5/20/2020,-76
TTC - Buses & Streetcars,Canada,-77,Toronto,Toronto,5/21/2020,-77
TTC - Buses & Streetcars,Canada,-76,Toronto,Toronto,5/22/2020,-75
TTC - Buses & Streetcars,Canada,-70,Toronto,Toronto,5/23/2020,-67
TTC - Buses & Streetcars,Canada,-69,Toronto,Toronto,5/24/2020,-69
TTC - Buses & Streetcars,Canada,-69,Toronto,Toronto,5/25/2020,-69
TTC - Buses & Streetcars,Canada,-73,Toronto,Toronto,5/26/2020,-73
TTC - Buses & Streetcars,Canada,-72,Toronto,Toronto,5/27/2020,-74
TTC - Buses & Streetcars,Canada,-74,Toronto,Toronto,5/28/2020,-76
TTC - Buses & Streetcars,Canada,-74,Toronto,Toronto,5/29/2020,-75
TTC - Buses & Streetcars,Canada,-69,Toronto,Toronto,5/30/2020,-67
TTC - Buses & Streetcars,Canada,-67,Toronto,Toronto,5/31/2020,-69
TTC - Buses & Streetcars,Canada,-70,Toronto,Toronto,6/1/2020,-71
TTC - Buses & Streetcars,Canada,-72,Toronto,Toronto,6/2/2020,-73
TTC - Buses & Streetcars,Canada,-73,Toronto,Toronto,6/3/2020,-73
